"","ensgene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"1","ENSG00000066926.10",818.880391651787,0.495569934848531,0.0556064272151587,8.91209810928898,5.0075792956084e-19,1.10607411481398e-14,"FECH"
"2","ENSG00000198431.15",7182.47842485281,0.646866015619123,0.0745828271033582,8.67312276487835,4.20428258679108e-18,4.64320968885207e-14,"TXNRD1"
"3","ENSG00000144815.14",1749.64867118038,0.420869856447725,0.0537046337219644,7.83675126855199,4.62352630576752e-15,3.4041483013931e-11,"NXPE3"
"4","ENSG00000144579.7",562.250712972881,-0.580722443626271,0.0859874799414068,-6.75356975250332,1.44251104447285e-11,7.9655459875791e-08,"CTDSP1"
"5","ENSG00000023909.9",419.104597809275,0.650897036661265,0.0980513568522266,6.63832768415672,3.17261946037054e-11,1.36612967155772e-07,"GCLM"
"6","ENSG00000188385.11",70.9695010197848,0.884354934343334,0.133685666735923,6.61518138732293,3.7109643378062e-11,1.36612967155772e-07,"JAKMIP3"
"7","ENSG00000181019.12",4469.01220692247,1.51151196375006,0.233762040997153,6.46602826234079,1.00612268605574e-10,3.17474826994275e-07,"NQO1"
"8","ENSG00000105497.7",467.167336310827,-0.312219491719444,0.0511383982678524,-6.10538269274884,1.025546547299e-09,2.83153401709253e-06,"ZNF175"
"9","ENSG00000176463.13",1542.86989701245,0.404128723001105,0.071330781330964,5.66555861944101,1.46546312848858e-08,3.59657217578398e-05,"SLCO3A1"
"10","ENSG00000118260.14",3345.59220152705,0.137034879877056,0.024828468384133,5.51926432822695,3.40421804650296e-08,7.51923682111574e-05,"CREB1"
"11","ENSG00000162616.8",675.584670522644,0.460092055524296,0.0877217704942143,5.24490161258934,1.56365746337257e-07,0.000250505122472692,"DNAJB4"
"12","ENSG00000125430.8",1576.43852388258,-0.36219739377608,0.0690246397018736,-5.24736377242182,1.54291058429865e-07,0.000250505122472692,"HS3ST3B1"
"13","ENSG00000023330.14",1160.66310821078,0.220976711346838,0.0421544020244518,5.2420791360926,1.5877724169765e-07,0.000250505122472692,"ALAS1"
"14","ENSG00000070669.16",1698.06186525419,0.249555130772415,0.0474977535089511,5.25404071427053,1.48797964734289e-07,0.000250505122472692,"ASNS"
"15","ENSG00000112234.8",949.68844726026,-0.184210265580278,0.0362134520412352,-5.08679110101193,3.64172575809858e-07,0.000536256256965876,"FBXL4"
"16","ENSG00000125356.6",972.608124577397,0.239205608423573,0.0475793218133076,5.02751193810982,4.96884562557807e-07,0.000685949138611053,"NDUFA1"
"17","ENSG00000185920.15",1951.40589048761,-0.34236844518274,0.0684691298633541,-5.00033293640528,5.72314001207224e-07,0.000743604215215598,"PTCH1"
"18","ENSG00000163466.15",2991.58827983218,0.144336558832178,0.029320580862693,4.92270461857833,8.53562401847227e-07,0.00104741590733342,"ARPC2"
"19","ENSG00000074696.12",8998.52214316853,0.189589000690857,0.0387149241505392,4.89705210201778,9.72850503523304e-07,0.00107441609609114,"HACD3"
"20","ENSG00000197063.10",671.232167549991,0.307667624294675,0.0627976932168604,4.89934595578537,9.61562047035054e-07,0.00107441609609114,"MAFG"
"21","ENSG00000102024.17",3611.63107169099,0.423317355574757,0.0874613520435138,4.84005044152699,1.29806177400248e-06,0.00136531373638889,"PLS3"
"22","ENSG00000145050.15",1051.34838664959,0.282650668319207,0.0586016227779596,4.82325667652864,1.41233032604593e-06,0.00141797964735011,"MANF"
"23","ENSG00000196072.11",1432.01399111421,0.215539216179001,0.0451014512576512,4.77898626693163,1.76181226211228e-06,0.00169195257589287,"BLOC1S2"
"24","ENSG00000183726.10",1567.82645410924,0.206524989459974,0.0438644722289136,4.70825200818994,2.49850092456846e-06,0.00212257263161032,"TMEM50A"
"25","ENSG00000222724.1",26.271735122272,-0.853626715969266,0.180779987029135,-4.72190937723485,2.3364078875687e-06,0.00212257263161032,"RNU2-63P"
"26","ENSG00000087842.10",401.782180097126,0.747385943889686,0.158697744063914,4.70949318339827,2.48333518842639e-06,0.00212257263161032,"PIR"
"27","ENSG00000070087.13",6766.56608440335,0.166793027352908,0.0360804207051193,4.62281270820223,3.7857150389029e-06,0.00309699532515879,"PFN2"
"28","ENSG00000205213.13",5071.61103059969,-0.213242943378439,0.0470515920741166,-4.53210898884219,5.83977044340143e-06,0.00460674462692324,"LGR4"
"29","ENSG00000122299.11",2046.56830018139,0.181552948860776,0.0409216088714228,4.43660339531669,9.13894483034276e-06,0.00696072460043486,"ZC3H7A"
"30","ENSG00000263327.6",61.9308425099674,-0.537260881412977,0.122269729189647,-4.39406290480659,1.11251600791245e-05,0.00819108452759005,"TAPT1-AS1"
"31","ENSG00000151012.13",3562.00162957613,0.536053242540747,0.122243149226791,4.38513933853452,1.15911558167417e-05,0.00825888547355455,"SLC7A11"
"32","ENSG00000165152.8",365.67270667296,0.333833321563143,0.0764133709729863,4.36878150135739,1.24941693129441e-05,0.00837254336816334,"TMEM246"
"33","ENSG00000223749.7",45.8018091345512,-0.511160081923758,0.117009731836921,-4.36852622340998,1.2508779932515e-05,0.00837254336816334,"MIR503HG"
"34","ENSG00000256164.1",12.3332092405398,0.862666505826865,0.198919069479408,4.33677127127407,1.44590949281134e-05,0.00939330849329906,"CCND2-AS1"
"35","ENSG00000273321.1",7.59617782476776,-1.00885671906752,0.233255816687906,-4.32510851558897,1.52456794242961e-05,0.0096213304892529,"RP11-621L6.3"
"36","ENSG00000134278.14",1686.73221039932,-0.186219103880583,0.0431201644314546,-4.31860838973848,1.5701610488738e-05,0.00963381034653455,"SPIRE1"
"37","ENSG00000167996.15",7603.96965347844,0.449133174555596,0.105767993325462,4.24639969459904,2.17232963765901e-05,0.012968220820706,"FTH1"
"38","ENSG00000260807.6",19.6752275681545,-0.684170225354644,0.162496320969316,-4.21037363352881,2.54948695560849e-05,0.0142505178361048,"RP11-161M6.2"
"39","ENSG00000108641.14",272.585353232531,-0.258055003441212,0.0613303160242148,-4.20762552958841,2.58068052084477e-05,0.0142505178361048,"B9D1"
"40","ENSG00000184083.11",383.893915179658,-0.269657850350913,0.0640697955349479,-4.20881396763352,2.56714634206818e-05,0.0142505178361048,"FAM120C"
"41","ENSG00000087086.13",20654.2393860922,0.604297611343835,0.144054534577044,4.19492252096128,2.72964877278806e-05,0.0147054834374007,"FTL"
"42","ENSG00000115657.12",103.151924688416,0.681568560441574,0.164909034180283,4.13299710249025,3.58063242019646e-05,0.0183927927668138,"ABCB6"
"43","ENSG00000131174.4",2232.52510521139,0.192188584226669,0.0464874305601763,4.13420535208733,3.56184893125817e-05,0.0183927927668138,"COX7B"
"44","ENSG00000005187.11",46.6231761501125,2.14555496641547,0.521258377724085,4.11610644184441,3.85326407228534e-05,0.0189135326285864,"ACSM3"
"45","ENSG00000104723.20",3003.24748467417,0.138927417628185,0.0337262949954122,4.11926117728268,3.8008913761897e-05,0.0189135326285864,"TUSC3"
"46","ENSG00000103642.11",297.969341779208,0.249616685670551,0.0608562941652304,4.10173982978357,4.1005518974633e-05,0.0195033029677861,"LACTB"
"47","ENSG00000207547.1",44.8072140561755,-0.554714037169482,0.135330263493859,-4.09896517488607,4.15001466627104e-05,0.0195033029677861,"MIR25"
"48","ENSG00000086991.12",214.259264979021,-0.417436748247611,0.101988610957937,-4.09297415002321,4.25875213813994e-05,0.019597357755674,"NOX4"
"49","ENSG00000123352.17",1330.30690928407,0.135000050177683,0.0331834148329355,4.06829890345376,4.73576072264535e-05,0.0211232913824183,"SPATS2"
"50","ENSG00000196628.13",5742.76595660893,-0.241218364367184,0.0593249541142728,-4.06605227039105,4.78162155523775e-05,0.0211232913824183,"TCF4"
"51","ENSG00000090520.10",1260.15380415347,0.210730771647257,0.0520121679746345,4.05156677472139,5.08758017834557e-05,0.0220342099959406,"DNAJB11"
"52","ENSG00000277918.1",30.3150239852555,-1.73621649857255,0.429676502616278,-4.04075272443528,5.32799140267372e-05,0.0226316680965879,"U1"
"53","ENSG00000272562.1",31.0489161368447,-0.558129984218254,0.139127560062607,-4.01164215031944,6.02978523443788e-05,0.0251294143883517,"RP11-396C23.4"
"54","ENSG00000121361.3",135.482651809267,-0.494571414909929,0.123879142972467,-3.99237033000664,6.54161057789862e-05,0.0267576100823379,"KCNJ8"
"55","ENSG00000100528.11",1579.91050296077,0.186144505339163,0.0475399537405141,3.91553820929632,9.02027569946807e-05,0.0360918465006181,"CNIH1"
"56","ENSG00000274322.1",10.9912092156024,-0.771464733148924,0.197200593933983,-3.91208118474119,9.15041381761415e-05,0.0360918465006181,"RP11-314N13.10"
"57","ENSG00000165115.14",403.236624625143,-0.300186307385149,0.0769043224272329,-3.90337367147583,9.48610734238928e-05,0.0367594980664376,"KIF27"
"58","ENSG00000156642.16",1772.11123511762,0.2491305114619,0.063909375608937,3.89818409408872,9.69167277379678e-05,0.0369085634875213,"NPTN"
"59","ENSG00000171316.11",11496.3869804436,-0.142317196025708,0.0367291344665066,-3.87477674311894,0.000106722497788152,0.0399540090024526,"CHD7"
"60","ENSG00000164168.7",1776.35441778294,0.148245257246853,0.0385061275451106,3.84991342152445,0.00011815958454069,0.0434984817222459,"TMEM184C"
"61","ENSG00000239149.1",16.7109074608065,-0.633193113714241,0.164918565823049,-3.83942893605824,0.000123320817003182,0.0442610327062845,"SNORA59A"
"62","ENSG00000007372.20",1111.89117655303,-0.662026281004123,0.172510144249694,-3.83760783392479,0.000124238682895221,0.0442610327062845,"PAX6"
"63","ENSG00000233184.6",182.294006519452,-0.255433524147782,0.067005366809731,-3.81213530064112,0.000137771421915857,0.0468975716873907,"RP11-421L21.3"
"64","ENSG00000029364.11",3114.11103015903,0.0986673670673279,0.0258853317781283,3.8117095779586,0.000138008971372709,0.0468975716873907,"SLC39A9"
"65","ENSG00000163116.9",23.6989473241107,-0.565044636085742,0.147971447805244,-3.81860584907866,0.000134207997005518,0.0468975716873907,"STPG2"
"66","ENSG00000167920.8",142.406621981541,0.242443685419267,0.06379531794024,3.80033665866161,0.000144499640615906,0.0469368832635902,"TMEM99"
"67","ENSG00000135299.16",2230.77124872737,-0.366132903692789,0.096170714809124,-3.80711430105803,0.000140597773235467,0.0469368832635902,"ANKRD6"
"68","ENSG00000159921.14",1459.55647402003,0.137676477161406,0.0362089402418594,3.80227855998515,0.000143371395054005,0.0469368832635902,"GNE"
"69","ENSG00000205808.5",284.259690050017,0.235719977923158,0.0622851997988767,3.78452631900218,0.000154001610560147,0.0492983706384423,"PPAPDC2"
